text	label
ኢትዮዽያ በእሴት ሰንሰለት ልማት ላይ በማተኮር የአምስት ሚሊዮን አርሶአደሮችን ገቢ በእጥፍ ለማሳደግ የታቀደው የገበያመር ኩታ ገጠም የግብርና ልማት ፕሮጀክት በስፋት መጀመሩን ፕት ሳሀለወርቅ	negative
ላይ    የእነዛ  ምስኪን ንፁሀን ምንዱባን ነፍሳት የተቀጠፈ ህይወት አይረሳም   በአንድ ቀን ጀምበር	negative
በተግባርማስጎብኘት   በጎንደር ከተማ  ወጣቶችን የሚያሳትፈው ይህ አዲስ ስራ ከመጪው ጥር  እስከ ጥምቀት ዋዜማ ጥር  ጠዋት ድረስ በየቀኑ ደምቆ የሚቀርብ ይሆናል	neutral
የገና በአልን ለማክበር ወደ ቅዱስ ላሊበላ እየተጓዙ ነው እንግዶቻችንን በኢትዮጵያዊ ሰው አክባሪነት ወግ እግራቸውን እያጠብን እየተቀበልን ነው ነጮችም እግር እያጠቡ ነው 	positive
ኦኦ መደመር እና መቀነስ ሚና መቼ ተቀያየሩ አይነግሩንም እኮ አለ ሸምሱ  	neutral
ሀጢያቶችዎ አልተስተካከሉም  የዘላለም እጣ ፈንታ ከእውቀት ግዛት ውጭ በሚወጣው ማለቂያ የሌለው ባዶነት ውስጥ ይመጣል  በእብደት ውስጥ እውነትን ፈልጉ ወይም መነጠቅ የመጨረሻው	neutral
    ሶምሶንም ስለ ሁለቱ አይኖቼ ፍልስጥኤማውያንን አሁን እንድበቀል እግዚአብሄር አምላክ ሆይ እባክህ አስበኝ አምላክ ሆይ ይህን አንድ ጊዜ	neutral
የ  ኦርቶዶክስ ላይ ያለው ጥላቻ   ጣብያው የተከበሩ አባታችንን በአለማዊ ስማቸው ነው  መጥራት ነው የመረጠው	negative
እስካለኝ መረዳት ለፊውዳሉ ስርአት ጥብቅና የሚቆም አላየሁም አንደማንኛውም ከሀይማኖት የተጋባ መንግሰታዊ ስርአት የሀይማኖትም ይሁን የባህል ወገንተኝነት እንደነበረው መካድ የሚቻል አይመስለኝም	neutral
እቁብ እና እድርም ሳይጀምሩ አይቀርም እንደ አያያዛቸው ሆ	neutral
ለሀገሪቱ ኢንጅነሮች መላ ሚዘይድ ኘሮጀክት ነው ወይስ ምንድን እኛ ኢንጅነሮች ስራ ማግኘት ፈተና እየሆነብን ነው ዶር የስራ መስሪያ የደሞዝ ጣራ እንኳ የለውም	neutral
በዚህ መሰረት ሀይለእግዚአብሄር አድሀኖም ማርቆስ ኤልያስ  ግርማቸው እንየው እና ዮናስ አዘዘ በዛሬው እለት ወደ ደቡብ አፍሪቃ አምርተዋል  ቲክቫህ ስፖርት	positive
ባደረከው ነገር ምክንያት ቤተሰቦችዎ ደም ይፈስሳሉ   ለካርማህ ዘላለማዊ ስቃይ ይሰማቸዋል   ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ  የሚሰማቸው	negative
የመንደር ሽፍታ አሸነፈው ድንጋጤው አለቀቀውም ደርግ ቀይሽበር  ኢሀፓ እያል ሲገለው ወያኔ ነፍጠኛ እያለ ሲያሽማቅቀው   ሌሎቹም በኢኮኖሚ እንዳይታትር በፖለቲካው  ነቃ ብሎ እን	neutral
የጋምቤላ ቦንጋ እና አርባምንጭ ዩኒቨርሲቲዎች የመማር ማስተማር ሂደቱ በሰላማዊ ሁኔታ መቀጠሉን ገለፁ	positive
የምርጫ ቅስቀሳ ነው አብቹ	neutral
ሰሞኑን ዌብ እድሳት ላይ ነበሩ አሉ አሁን ግን እየሰራ ነው	neutral
ውስጥ እስካሁን ከአንድ ሚሊዮን የማይበልጥ መኪና ነው ያለው  ሚሊዮን ህዝብ ባለበት አገር አንድ ሚሊዮን የመኪና ባለቤቶች እንዳያኮርፉ ተብሎ ህግ አይቀየርምጠቅላይ ሚ	positive
እሱ በ ዋጋ ባለው ቤት ውስጥ ቦሌ ተንደላቆ እየኖረ በባዶ ሆድ አንድ ጎኗ ያለቀች ኢርገንዶ ለብሶ እሱን አድናለሁ የሚለው አይምሮውን	negative
 ሰው ሲታረድ ምንም ያላለው ኢዜማ ችግር አማራ ክልል ሲፈጠር ለማውገዝ የመጀመሪያው ነው አሉ ወቸው ጉድ የድኩማንና የሴረኞች ስብስብ	negative
ግን ከእናንተ ወገን ብቻ ነው ውወተ ዶክተር ፔቭልን ለመያዝ ክፍያ የሰጡትስ ማን ነው ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ	neutral
አንተን አምኖ ያፈረ የለምና የኔ ድርሳን አድግ በይልኝ	positive
በዚያን ቀን በስሜ ትጠይቃላችሁ  እኔም አብን እለምናለሁ ብዬ አልልም  እናንተ ስለ ወደዳችሁኝ ከእግዚአብሄርም ዘንድ እኔ እንደ ወጣሁ ስላመናችሁ አብ እርሱ ራሱ ይወዳችኋልና	neutral
ሀይ የ ታዳሺ ትዊቶች ይታያሉ ትም  ቤት የጠለቀ ነው ነገር ግን በትዊተር ላይ ታዋቂ አይደለም	neutral
አስደሳች እና የበለፀገ አዲስ አመት ወደ አዲስ ጅማሬ	positive
መልካም  የስራ  ዘመን	positive
በደቡብ አፍሪካ የሚኖሩ ኢትዮጵያውያንን ትኩረት አድርገው ከፕሬዝዳንት ሲሪል ራማፎሳ ጋር ተወያይተው ኢትዮጵያውያን ትኩረት እንዲያገኙ የሚያስችል ስምምነት ላይ መድረሳቸውን ጠሚር ዶ	positive
በግእዝ ፊደላት ውስጥ ያለውን እውቀት መረ	neutral
አብርሀም አበበ የጎንደር ዩኒቨርስቲ የአማራ ተማሪዎች ማህበር  አተማ  ተወካይ ጎንደር ኛ ፖሊስ ጣቢያ ታስሯል እሺ ብአዴን ቅዘኑ ኦነግ በዚህ በኩል የአ	neutral
የአቶ ኢህአዴግ የቀብር ስነ ስርአት ወዳጅ ዘመድ ባልተገኙበት ዛሬ ተፈፅሟል ነፍስ አይማር	neutral
እንኳን ደስ አለዎት ውድ ጠቅላይ ሚኒስትሪያችን እግዚአብሄር በመገኘቱ ይባርክዎት ነገዎትን በብርሀኑ ያብራው  በሰለሞን ጥበብ ይባርክዎት  አሜን 	neutral
አባትህ ኤርትራን ለማጥፋት ቆቦሮ ጉድጋድ ውስጥ ቅዘኑን ቀዝኖ እዛው ተቀበረ አንተም ሻንቅላ ጋላ ምስኪኑ የኢትዬጵያ ህዝብ ድጋሚ እሳት ውስጥ ልትከተው ስለፈለክ ይ	negative
ጥሩ አደርገ ይህ ባንዳ ብር አምጡ ነጋ	neutral
ለሰራኸው ክፍያ ትከፍላለህ  አደባባዮች ጅምላ ጨራሽ ነፍስዎን ይይዛሉ እና በእሳት ያኖራሉ 	negative
አቢይ ጉዳይ       ቁልፍ ነገር        ዋልታና ማገር          ፓስፖርት ከመለስኩ እዚህ አባል ለመሆን ብቻ ነው	neutral
ይሁንልን እነደ እግዚአብሄር ፍቃድ	positive
ጥንቃቄ የተሞላበት የስጋ ቁራጭ ነጩ ትክክለኛ እና የተቆረጠው ጥልቅ መሆን አለበት ስጋን ለመለየት ብልህነት ይጠይቃል  እኔ በጣም የምመክረው በጣም ጥሩ ክፍል ጭኑ ነው  ነጭ ስጋ እመርጣለሁ 	positive
 በዚሁ መሰረት የአማራ ህዝብ ቁጥር  ወይም ሚልዮን ነዉ ማለት ነው	neutral
የኔ የሀገሬ ጀግና የሀገሬ ንጉስ ካንተ በፊት ያድርገኝ	positive
ኸረ ፈጣሪ ተመልከተን እንደወጡ መቅረት በረከት  እናት ምንኛ ታዝን ፊታችን ላይ ድካም አይታ የሚጨንቃት እናት ሞታችንን ስትሰማ እምንኛ ታዝን	neutral
 የሚል ሹራብ ደረቷ ላይ ያነበበው ከይሲ ምን አለጉች ጉች ያለ ሳይኖር ግን አይከብድም	negative
ጌታው ብልፅግና እንግዲህ ወደ ብልግና እየተቀየረ ለመሆኑ ይሄው ነው	negative
ቢኒ እኔ ደንበኝነቴን ለማፅናት ቃል ገብቼ ነው አንተስ 	positive
የመጠያ አጠቃላይ የመጀመሪያ ደረጃ ትምህርት ቤት ከሺህ ብር በላይ ገቢ አሰባሰበ በምስራቅ ጎጃም ዞን በእናርጅ እናውጋ ወረዳ የመጠያ አጠቃላይ የመጀመሪያ ደረጃ ትቤት ኛውን	neutral
እነሆ በአማርኛ ዜና ላይ ኢቲቪ እሪሪሪረ እያለ ነው  አሁን ይሄ ምን ይባላል  ምንም አሳማኝ ምክንያት አላገኘሁም  ይሄ ወቅት የሚያዛባ ምንም ስሜት የማይሰጥ ነገር ላይ መወያየት	neutral
ቻይና ብቻ ናት በዚህ ምርጫ ጣልቃ የምትገባው  ለምን	neutral
ወሳኝ ኦሮሞ ናቸው ምንም ጥያቄ የለውም	neutral
ተራ ስዎች  ዋ	negative
የአሰልጣኞች አስተያየት  ወልቂጤ ከተማ  ቅዱስ ጊዮርጊስ	neutral
የአርሰናል ደጋፊዋች ግን ማንችስተርን ሲያሸንፉ ሻምፒዮንስ ሊግ የወሰዱ ነው እሚመስላቸው አይ የትንሽ ክለብ ደጋፊ መሆን	negative
ትንሽ ጠበብ ብለህ መመካት አይቻልም እንዴ	neutral
የትኩረት አቅጣጫ የሚባል ነገር አለኮ የምፅፈው ግላዊ ስብእናቸውን መሰረት አድርጌ አይደለም ያሰፈኑት ስርአት ላይ ነው ስብእናቸው ላይ ማተኮር የሚፈልግ ደግሞ እዚያ ፓርት ላይ ያተኩር	neutral
እንደ ኤርትራ ህዝብ ያክል ብዛት ያለው የጎዳና ተዳዳሪ ህዝብ ይዛቹ እርስ በራሳቹ እንደ እንስሳ እየታራረዳቹ መሀይም እና	negative
ተደማሪ ፍላጎቶች ምን ለማለት ነው  ለጭቆና አይነቶች ሚዛናዊ ትኩረት የሚሰጥ የመግባባት ዲሞክራሲ እእእእ ድህነትና ጭቆና የብቸኝነት ጉድለት ምሳሌዎ	neutral
ቦታው የት ነው	neutral
ለማንኛውም  በሰላም ላደራቹህ ወገኖቸ  ፒፒፒፒ አገር አፍርሳ ታድራለች ብየ ፈርቸ ነበር ሳያቹህ ያው እዛው ናቹህ  መልካም   ኢህአዲግ ሲፈርስ አገር ይፈርሳል እያሉ ለሚያደ	positive
ታስረው የነበሩ የዋልድባ መነኮሳት ከእስር ሲፈቱ ለትራንስፖርት ከኪሱ ወጪ አድርጎ የአውሮፕላን ቲኬት የቆረጠላቸው አህመዲን ጀበል ነው አህመዲን ማን እንደሆነ እነዚህን አባቶች ጠይቋቸ	neutral
ይሄ ካፍንጫ የሚወጣውምልግልጉእእእጥፍጥአዎ አንተ እሱ ነህ	negative
የወንድ ቆንጆም ምርጥ ስራ ነው ውሸታምን ጊዜ ወስደህ ስማው  የሰቀላት እኮ የመጀመሪያ አልበሟ ገበያ ላይ አዲስና ምርጥ ሳውንድ ይዞ መምጣቱ ነውበዚህ ተስማምተናል	positive
ቅዱስ ጊዮርጊስ እና የኢትዮጵያ ቡና የእግር ኳስ ክለቦች    የምንወዳችሁ የከተማችን ክለቦች ናችሁ  በእግር ኳስ ውስጥ ጠንካራ ሆናችሁ እንድትቀጥሉ እንፈልጋለን	positive
ከቱ ውስጥ ኢህአዴግ ብልፅግና አንድ ወንበር ካሸነፈ አመራራችን ፌል አድርጓል ብለን እንጠየቃለን ተጠያቂነቱ የሚጀምረው ደግሞ ከእኔ ነው	neutral
የኛ አባት ሁሌም ትቆጨኛለህ	neutral
ጎዳና እና ካናል ካፌ  ጣና እና ረውዳ ሆቴል ለተዝናነዉ  ባጃጅ ሳይኖር በፔጆ ተሳፍረን የሄድነው  ከትምህርት በሀላ ቁርቁራና ለበንያ የበላነው   ብርቅ ሆ	neutral
ህይወትዎ ይባክን ህይወትዎ እንደ እርስዎ አስከፊ ይሁን በጭራሽ ደስታ አታገኝም 	negative
ጥያቄህን  ተመልክተው ይመልሱልሀል ብዬ ተስፋ አደርጋለሁ    እኛ    ከሚለው ኋላ ነው የገባነው	positive
አይ የዘመኑ ልጅ	neutral
ሰዉ ጅምር ፍጥረት ነዉ በቃለ እግዚአብሄር ተገንብቶ የሚያልቅ	neutral
የአስር አመቱ የመጀመሪያ ልጥፍ	neutral
ለምን ሰላም እና ፍቅርን አታመጣም አንተ ዘዋሪ	negative
እኔ ምን አገባኝ የራሳችሁ ጉዳይ 	negative
መቐለ የመሸጉት ወያኔዎችማለትህ ስለ ወያኔነት ያለህ የእውቀት ድርቀት ወይም ጥላቻ ያሳያልየህወሀት መሪዎች ብቻ ሳይሆን ሁሉም ትግራዋይ ወያኔ ነውወያኔ መን	positive
አንዳችም የክለብ አመራር የ አመት የክለቡን እቅድ አቅርብ ቢባልኮ ያለው የለም ቆይ ከቦርድ ጋር ተሰብስቤ ምናምን ነው የሚለው   ስብሰባ ከነማ ሁላ	neutral
እንደኔ አይነት አማራ ለኤርትራም ሆነ ለመላው ኢትዮጵያ ህዝብ በጠቀመ በኤርትራ ህዝብ	neutral
ለማንኛውም ሽመልስ አብዲሳ ካስመረቃቸው ሺ ወታደሮች ግማሾቹ መተሀራ ካምፕ ቀሪዎቹ አዲስ አበባ እንደሚመደቡ ሰምተናል	neutral
ሚዲያወች እባካቹህ የምታቀርቡትን በደንብ እወቁ ህግን ያክል ነገር የወጭዜጋ ያከራየ የሚለውን የሳደረ ያከራየ በሰባ ሁለት ሰአት ሪፕርት ማድረግ አለበት ብላቹህ ለማዛባት የሞከራቹህ ል	neutral
ዛሬ ታህሳስ  አም እግር ኳስን በሬዲዮ ተመልከቱ በእንግሊዝ ፕሪምየር ሊግ በርንሌይ ከ አስተንቪላ  ቀን  ላይ የሚያደርጉትን ጨዋታ	neutral
ታህሳስ  የህዝብ እንደራሴዎች ምቤት ቋሚ ኮሚቴዎች በረቂቅ ህጎች ላይ የህዝብ አስተያየት ለመሰብሰብ ተደጋጋሚ ጥሪ ቢያደርጉም አስተያየት የሚሰጡ ሰዎች ባለመገኘታቸው ምክን	neutral
አማራ ድርጊት የሁሉንም አማራ እጣፈንታ ይወስናል   ሁላችንም ከስሜታዊነት እልከኝነትና ቂመኝነት በመራቅ ለነገ የህዝባችን ተስፋና መሻሻል ዛሬ አንድ የተግባር ስራ እንስራ ብዙ ጊ	neutral
ጥንብ ዘረኛ አውሬ ጥፋ ከዚህ መርዝ	negative
የደረሰውን የመስጊድ ቃጠሎ ዛሬ የባህር ዳር ከተማ የእስልምና እምነት ተከታዮች በሰላማዊ ሰልፍ አወገዙ	neutral
ለግጭቱ በር የከፈተውንማ እናውቀዋለን እነሱን ዝም ማለታችሁ ሳያንስ ጭርሽ ተማሪውን ወጪ ተጋሩ ማለት አይከብድም	neutral
እንግህ ኦሮምያና ድንባሩን መጠበቅ ብቁ ናቸው	neutral
ሰዉ አሳቻ መንገድ ለይ ጠብቆ ማጅራት ይመታል እኔ አሳቻ ቦታ ለይ አግንቼህ እዳዬን ነው ምከፍለው ምን ለማለት ነው ዛሬ አልያዝኩም ትንሽ ታገሰኝ	neutral
ሰው በላ አውሬ  መርዝ ደሞ አፍ አለኝ ብለህ ታወራላህ ጭራቅ ዲያቢሎስ ሴይጣናም	negative
አንተም ማክሰኞ ማክሰኞ ከሬድዮ ጣቢያ ሆነክ የበረራ እንግዳ እያልክ ታበር ነበር ያ ማለት ግን ፓይለት ነበርክ እያልን አይደለም	neutral
ታሪክ የጦርነት ዋና መተረቻ ተደርጎ የሚፃፈው አሁን ያለው ከባለፈው የተሻለ እንደሆነ አድርጎ በማቅረብ ሰው ወደጎረቤቱ ሳይሆን ወደባለስልጣናት እጅ እንዲነሳ ለማስቻል ነው ስለዚህም ብዙ ጊዜ የጦርነት ታሪክ ፖለቲካ ነው	neutral
ኢትዮጵያ ከእኛ ጋር ያላትን ግንኙነት ዋጋ የምትሰጠው በጋራ ካለን ፍላጎት በመነጨ ነው ያሲን ሀጂ ሞሀሙድ የሶማሌላንድ የውጭ ጉዳይና አለም አቀፍ ትብብር ሚኒስትር	neutral
ለማንኛውም እንደዚህ አይነቱ አመክንዮ በጭራሽ ተቀባይነት እንደሌለው መንግስት ተብዬው ከወዲሁ ይወቀው የኢትዮጵያን ልኡላዊነት እና የጥቁር አፍሪካን መብት ማስበላ	negative
በአዲስ አበባ ህገወጥ ግንባታዎች የሚያካሄዱት ቤት አልባዎች ዝቅተኛ ኑሮ የሚኖሩ አይደሉምየህገወጥ ግንባታውን እያካሄዱ ያሉት ሀብት ያላቸውና የፖለቲካ አላማ ያነገቡ አካላት ከፍተኛ	neutral
እውነት ነው  ይቅርታና ግን እንዲህ ያለ እውቀት እንዳለ ዛሬ ነው ያወከው	positive
ደሞ በነፃ መማርና ግጭትን ምን አገናኘው  መቼም መክፈል የማይችለው ድሀው ነው የሚበጠብጠው እያሉን አደለም ብዬ ልረዳ  እየሞከርኩ ነው	neutral
አቶ ታከለ ጎበዝ	positive
ምርጥ ምክር	positive
እንደገና የወደፊቶቹን 	negative
ዋናው ነገር መስታወት ቤት የሚኖሩ ጎረቤት ላይ ድንጋይ እይወርውሩ ማለት ነው ለሁሉም እማራ ባለመልካም ባህርይ ህዝብ ነውና እግዚእብሄር ይጠቀዋል	neutral
       በአዋልድ ስም በአስራ ሶስተኛው አጋንንት ቴይለር ስዊፍ  ይህን ሰው በመንፅሄ ነበልባል ውስጥ በዘላለማዊ ስቃይ እንረግማለ	negative
  የህወሀት ንብረት አካፍሉኝ ጥያቄ እና ኢህአዴግ ግንባሩ ንብረት ማፍራት የሚፈቅድ ህጋዊ አውድ ነበረ ወይየትኛውንስ ሀብትና ንብረት ነው አካፍሉኝ የሚለው   ትእግስት ዘሪሁን	neutral
ነው ዘንባ    ጣራው ላይ ዱቅ ያለችው	neutral
ሊዝ አቢይ እንዲያ ያለው ገዱን እንገልሀለን ብለው አስፈራርተው በተነሳበት ቦታ አምባቸው ስለተቀመጠ ነው	neutral
የኢትዮጵያ ግብርና ያሉበትን መሰናክሎች እንዴት ይለፋቸው	neutral
በጣም ምትደነቅ የአድስ አበባ ከተማ ከንትባ ነህ ኢንጂነር ታከለ በዝህ አስደሳች በሆነዉ ስራህ ይህ ህዝብ ማገገልህን ቀጥል እኔ በራሴ በጣም አደቅሀለዉ የክብር ምስጋናየ ይድሬስህ ደህና ሁንልን	neutral
እቺናት እንግዴ የኛ ሀገር ሌሎቹም ከህውሀት ጋር አብረው ሀገሪቷን ወደብ አልባ እንድትሆን ያስደረጉ ሲቀጥልም አመት ጫካ ውስጥ የቆዩ አመት ቢቆይ በአለም አቀ	negative
ፖለቲካችን የእውቀት ደሀ እና አድርባዮች መሰባሰቢያ ሆኖ ለዘመናት ለመቆየቱ የገዥው ፓርቲ ሚና እጅጉን ከፍተኛ ነው በኢትዮጵያ ሆን ተብሎ የፍትህ  ትምህርት  ፖለቲካ እና የሚድያ	negative
ስህተት ይሄ ቀበና ወንዝ ነው ሁሉም ወደዚህ ድንቅና ውብ ወንዝ ጎራ በማለት ድካም የተጫጫነው ሰውነቱን በጀልባ ቀዘፋ እንዲያፍታታው እመክራለሁ   አመሰግናለሁ	positive
በሚያቀርቡት የተለያዩ የፖሊሲ አማራጮች ታይቶ ተገምግሞ እና ተወዳድሮ ለሀገር አብላጫ ጥቅም የሚያስገኝ ሆኖ ሲገኝ ሊያሸንፋ ይችላሉ ብዬ አስባለሁ ያለበለዚያ ያለፍ	neutral
በሬ ሻኛ ከሰው በላይ ያውላችሁ	positive
ጥር   የህወሀት ንብረት አካፍሉኝ ጥያቄ እና ኢህአዴግ ግንባሩ ንብረት ማፍራት የሚፈቅድ ህጋዊ አውድ ነበረ ወይየትኛውንስ ሀብትና ንብረት ነው አካፍሉኝ የሚለው   ት	neutral
መሪህን ክፉና መሰሪ ሰወች የማይወዱት ከሆነ ይህ ሰው መልካም እንደሆነ እወቅ  	neutral
ጌታ ሆይ ምን እንደምል ሁላ አላውቅም  ለማንኛውም ስክሪን ሻት እድርጌዋለሁሁ እህህህህህ	neutral
የፌደራል ፖሊስ ኮሚሽንን ለማዘመን የሚያስችል ፕሮጄክት ተቀርፆ እየተሰራ ነው	positive
የአገርን ህልውና መታደግ የመጀመርያ ደረጃ የፖለቲካ ስራ ነው ከዚህ አንፃር የፖለቲካ አስተሳሰብና ልዩነት በሁለተኛ ደረጃ የሚመጣ ነገር ነው መጀመርያ አገርን መታደግ አለብን	neutral
እሷ ማናት የበለስ ማርማላታ ወደ ውጪ የምትልከው ኢትዮጵያዊት	neutral
በእየቀኑ ለአማርነታቸው ህይወታቸውን የሰጡ ዜና ስሰማ አማርነቴን መውደዴ ይጨምራል አማራነትን እንደዚህ በየተራ እየወደቅን እና የህይወት ዋጋ እየከፈልን በደም እንገነባዋለን	negative
የክርስትና ትህትና በተግባር	positive
እንደ ጠቅላይ ሚኒስትሩ ኤክሳይዝ ታክስ  የህብረተሰቡን ጤና ለመጠበቅ ያስችላልሆኖም በሲጋራ ላይ እንዷለም ጤና ድርጅት   ብር በፓኮ እንጂ ከዚህ ያነሰ ግቡን አያሳካምየገ	neutral
ሰላም ለምድራችን ይሁን አንዳንዴ ዝም በማለትና ወሬ ባለማራገብ የሀገራችንን ሰላም በትንሹ ማስጠበቅ እንችላለን	positive
እኔ ጓደኛዬ ነበር ሱነይሳ ምንም አዪ ዪአ	neutral
ቆንጅዬ የሀበሻ እንስት ከፈረንጅ ጋር ሳይ እሷን እንደተዘረፈ ቅርስ  ራሴን ደግሞ እንደተዘረፉ ቅርሶች አስመላሽ ኮሜቴ  የማየው ነገር 	negative
የመኪና አደጋ ከመብዛቱ የተነሳ ታክሲውን እኔ ካልነዳሁት በቀር አልሳፈርም  	neutral
ማንበብ አልችልም	negative
የፊርማ ስነ ስርአቱ ህጉንና ደቡን ጠብቆ በአስተማማኝ ይቀጥላል ክቡር  ጠሚ ዶር አብይ አህመድ	neutral
እስኬው እኔ ሙስሊም ነኝ እናም ስለ እውነት እልሀለሁ እደግፍሀለሁ አብሽር ከጎንህ ነን በርታልን	positive
ኢትዮጵያዊ የተባለ ፍጡር ጀበልም አብይም በጣም ይመጡንታል ካለ ሚዛናችን ተቀምጠን ነው የምንሰቃየው	neutral
አብይ አህመድ  ለህወሀት  ያቀረበው ጥያቄ መልስ ባለማግኘቱ ከፍተኛ ቀውስ ላይ ይገኛል	negative
በጋምቤላ ጎግ ወረዳ ከባድ ዝናብ ከጣለ በኋላ የታታ ሀይቅ ከመጠን በላይ ሞልቶ በመፍሰሱ ከ በላይ ተማሪዎች ትምህርት ተቋርጧል የ አርሶ አደሮች ማሳ አበላሽቷል ለነዋሪዎች	neutral
ግሪሊሽ ኳስ አቆመ የተጋጣሚውን የግራ እግር የጉልበት አቅጣጫ ተጋጣሚው ግራ እግሩን ሲነቅል ኳሱን በውጭ በኩል ኳሱ እንዳይርቅ አድርጎ አመቻቸው በውስጥ እግሩ ፋር ፖስቱ ላይ	neutral
 የሚለው በምርጫ ለማለት ነው	neutral
ኧረ ሰው ነኝ ያልከው ሰው ነኝ ብለህ እስክታምን ድረስ ስለጨቆኑህ እንጂ ዛፍ ነበርክ አለማለቱም ደግ ነው	neutral
አዎ እሱ ነው ገብያ የዘጋው 	negative
አረ ወይኔ እዚ ቤመ ውስጥ ግብዣ ያልተጠራሁት እኔ ብቻ ነኝ ልበል	neutral
አቡበከር አህመድ ችግሩ ከመፈጠሩ በፊት ለደመቀ መኮነን  ለዳንኤል ክብረት እና ለክልሉ ፀጥታ ዘርፍ ሀላፊ እንዲያስቆሙ ደውሎ ነግሯቸው ነበር  ኡስታዝ አህመዲን ጀበል 	neutral
እንኳን ለብርሀነ ልደቱ አደረሳችሁ አደረሰን	positive
ጣት የሚያስቆረጥም ምግብ ሲሆን ጥርግርግ ነው	positive
ሀሳብ ሳይበለፅግ ቃል እየቀደመ ሸማ ሳይሰራ ሹም አየቀደመ ጉባኤው ሳይሞላ ፊርማ እየቀደመ      ባልለማ ማሳ ላይዘር እየተረጨ     ይበቅላል ያልነ	neutral
እንኳን እነሱ ትግሬዎች መላላክ እንደጀመሩ አልሰማህም እንዴ  ሚንስትር ዴኤታው ጎበዛይ ምን አለ የ	neutral
ቀን ይቅርታን የምትለምኑበት እና ህመም እና ተስፋ መቁረጥ እንጂ ሌላ ምንም ያልተተዉበት ቀን የሚመጣው ክፉ ይመጣል እናም ህይወትዎን በመጨረሻ በቀስታ እና በአሳዛኝ ሁኔ	negative
የኤክሳይዝ ታክስ ባገለገሉ መኪኖች ላይ  በአለማችን ባሁኑ ወቅት  ቢሊዮን የሚሆኑ መኪኖች አሉ እነኚህ መኪኖች የአገልግሎት ዘመናቸው እየተጠናቀቀ ሲሄድ መዳረሻቸው የት ይመስልዎታ	neutral
ለመጪው አገር አቀፍ ምርጫም በተመሳሳይ	neutral
ችግር በቅቤ ያስበላል ይላል ሀበሻ ሲቸግረው 	negative
ህልውና በኦሮሞ ህዝብ እጅ ውስጥ ነው ጃዋር ሞሀመድ  እውነት ወይስ እውነት	neutral
የኢትዮጵያ ቴአትር እና ስነፅሁፍ ታሪክ ከልደቱ እስከ እድገቱ  ቅፅ ፩ መፅሀፍ ምርቃት  ኢትዮጵያ ሆቴል  አዲስ አበባ  የመፅሀፉ የፊት ሽፋን አመተ ምሀረቱን ልብ ይሏል ፳	neutral
እኔ የበለጠ እጨምራለሁ እናም እርስዎ ከምወደው በላይ  ከምወዳቸው የበለጠ ነው	neutral
ዳቦ ፕሮጀክት በጣም ጥሩ ደረጃ ላይ ደርሷል ዛሬ ስንጎበኝ ያረጋገጥን ሲሆን  ለዳቦ ማምረቻ አስፈላጊዉን ግብአቶች ሚድሮክ ኢትዮጵያ አሟልተው መንግስትም አስፈላጊ ማበረታቻዎችን ፈቅዷል	neutral
እኔም በጣም ደስተኛ ነኝ	positive
አረቢያ ጥረቶች በአፍሪካ ወንድማማቾች መካከል ያሉ ልዩነቶችን ለመፍታት አግዟል የመጀመርያው የጥረቷ ፍሬ የሆነውም የኢትዮጵያና የኤርትራ የሰላም ስምምነት ነውየሳኡዲ አረቢያ የአፍ	neutral
በጉ ነበር ሄልሜት ማድረግ የነበረበት	neutral
ስለታሪክ አፃፃፍ ማውራት ታሪክን አድቮኬት ማድረግ ነው እንዴ	neutral
በአማራ ክልል አሁን ሊሰሩ ነው የሚባሉት መንገዶች ከ ጀምሮ ሲንጠባጠቡ እና ሲራዘሙ የቆዩ እንጂ ፍትሀዊነትን ለማስፈን እስካሁን በአማራ ክልል ምንም አይነት የመንገድ ፕሮጀክት	neutral
በክንድ መለኪያነት በመቆፈሪያ እና መጥረቢያ ዛሬም አለምን የሚያስደምሙ ስራዎችን መስራት ተችሏል ባህር ዳር ታሀሳስ አም አብመድ የሀይማኖት አባቶች ቤተ መቅደሶችን	positive
ማን ፊት ምን ማለት እንዳለብኝ በዝግ ከራሴጋ ስብሰባ እቀመጣለሁ 	neutral
ለካ ጤንኛ የለም ባገሩ ላይተብሳሲቼ  ኖ አለ እንትና ወይ ጉድ	negative
አፍቃርያን ታህሳስ  የነበረውን የድሮም ዘንድሮም ፕሮጀክት ላይ በግል ከላኩልን ፎቶዎች አንዱ ነው እነሆ   በድጋሚ በቮልስዋገን ኢትዬጲያ ቤታሰብ እና አዘጋጆች ስም እናመሰግ	positive
ስብሰባ የኢትዮጵያ ዜጎች ለማህበራዊ ፍትህ ጥር  በወቅታዊ ጉዳዮች ዙሪያ የፓርቲዉ ከፍተኛ አመራሮች በተገኙበት ህዝባዊ ውይይት ኪሎ በሚገኘዉ ስብሰባ መእከል ያካሄዳል ስለ	positive
የሚትለምን ሀገር  የማትለምን ቤተክርስቲያ ነዉ አባቶቻችን ያወረሱን  ዳንሄል ከብረት  ግን ከሁለቱ ማንነዉ በልመና የምበልጠዉ	neutral
አንዳንድ ሰዎች እንደ ደመና ናቸው ልክ ሲሄዱ ቀኑ ብሩህ ይሆናል	negative
