text	label
አንተ የለጠፍከው እና እዚህ ላይ ያለው ፈፅሞ አይገናኝም እስቲ በሰፊው ብታብራራልን	negative
  አንዱ ጀለስ በጣም ስልቹ ከመሆኑ የተነሳ አንድ ቀን ሚስቱ በር አንኳኩታ ተነስቶ መክፈት ደብሮት ምን ቢል ጥሩ ነው         በቃ ፈትቼሻለሁ በ	negative
እግዚያብሄር በበሀሪው ቅዱስ ነው ለቅድስናውም መጠን አይወጣለትም  ሀጥያት የማይስማማው ቅፅስና ነው ያለው ማለታችን ነው እንደፍጡራን የዝንባሌ ውጣት ሳይሆን ባህሪው ነው እየጨመረ ወይም እየ	neutral
የምወድሽ የምሳሳልሽ እናቴ ሀገሬ  ኢትዮጵያ ከላይ አረንጓዴ አለ አ ከመሀል ደሞ ቢጫ ከስር ደሞ ቀይ በቃ ሁሌም በእነሱ ነው መድመቅ የምፈልገው	positive
አሰቃቂ እስርቤት ዉስጥ ከ አመታት በላይ በእግር ብረት ታስረው ሲማቅቁ የኖሩት የሊቁ መምህር እንደስራቸው አግማሴ ጉዳይ ግን የተ ደረሰ ያንድ ወቅት ጫጫታ ብቻ ሁኖ ቀረ ታላቁ	neutral
 አፍጥኑታ  ምንድነው እሱ	neutral
ሰው ስንደክም ይጥላልእግዚአብሄር ግን ይሸከማል	positive
የኢህአዴግ ውህደት ፅንፈኛ ብሄርተኝነትን ይገታው ይሆን ክፍል  አሀዱ መድረክ	neutral
በህወሀት አገዛዝ ዘመን እነዚህ የኦሮሞ ልጆች እንኳን በሀገራቸው አብረው ሊቀመጡ በስደት ሀገር እንኳን አብረው ቢታዩ በሽብር ተከሰው በተገኙበት ይታደኑ ነበር ዛሬ ደግሞ ህወሀትን ይናፍቃሉ አጃኢብ	negative
በሞጣ የተፈፀመውን የመስጊድ ማቃጠል አስነዋሪ ድርጊት ጤነኛ የሆነ ሰው ሁሉ አውግዞታል አሁንም ህዝባችን የሚችለውን በማድረግ ከሞጣ ሙስሊም ወንድሞቻችን ጎን እንዲቆም ጥሪየን አቀርባ	neutral
  ሰውዬው ስውዬው ብሎ ትንሽ አጥንት ተጥሎለታል	negative
ኦሮምያ የደጋገዎች አገር  ናት እንጂ አጋች ታጋች ዲራማ የሚካሄድ በት ክልል አይደለም	positive
ቅዳሜ ይጀመራል በአፍሪካ ታይቶ በማይታወቅ ደረጃ ከመሀል እስከ ጥግ የምርጫ ቅስቀሳ እናደርጋለን  አገሪቷን በአንድ እግሯ እናቆማለን  እናሸንፋለን	positive
በነገው እለት የመምህር መላከ መንክራት ግርማ ወንድሙ የፈውስ ስነስርአት አላቼው ኑ ተባረኩ	positive
የአብይ ተላላኪ መንግስት በአለቆቹ ባፍንጫው ካልተገደደ ምርጫ የማካሄድ ፍላጎት የለውም ፍትሀዊና አሳታፊ ምርጫ ከተደረገ ወጤቱ ከሁኑ ይታወቃልና  ግዜ ለመግዛት እንጂ  በዙ አከ	negative
በአማራ ክልል ከአምስት ሚሊዮን ሄክታር በላይ ሊጠበቅ የሚገባው የተፈጥሮ አካባቢ መኖሩን የአካባቢ ደንና ዱር እንስሳት ጥበቃና ልማት ባለስልጣን ጠቆመ	neutral
በኢሰፖ በብልፅግና እና በኢዜማ መካከል ያለው የአይዲዮሎጂ ልዩነት ምንድነው                            ምንም	neutral
እኚህ ወለጋዎች ሸዋ ሳይገቡበህዝብ ፊት ስቀሏቸው እና እርም አስብሏቸው  ቀአፄ ሀይለስላሴ	negative
መጋቢ ሀዲስ እሸቱ አለማየሁ የተጠየቁት ገራሚ ጥያቄ ዘር መርጦ ነዉ ወይ የተወለደዉ  	positive
እርግጠኛ ነዎት  ሊባባስ ይችላል	negative
እቺ ጠጋ ጠጋ እቃ ለማንሳት ነው ፌሪዬ	negative
ህግና ስርአት ባለበት አገር የአገር እጣ ፋንታ የሚወሰነው በያንዳንዱ ዜጋ የነቃ ተሳትፎ ና ውሳኔ ነው ያ ከሌለ ግን የሚወሰንም የሚወሰንም ነገር የለም ያው እንደለመ	positive
ምክር ቤቱ በነገው መደበኛ ጉባኤው የጦር መሳሪያ አስተዳደርና ቁጥጥር ረቂቅ አዋጅን መርምሮ እንደሚያፀድቅ ይጠበቃል	positive
እውነት ለመናገር ይህን ሰውየ አለማድነቅ አይቻልም የመጀመሪያው የአሜሪካ መሪ መሆን አለበት እንደዚህ በአፍሪካ ጉዳይ ገብቶ ለማወያየት የሞከረ ሁሉም የአሜሪካ መሪዎች  ከእስራኤል ጉዳይ ውጭ ምንም ውስጥ አይደርሱም	neutral
መፃኢ እድል የሚጠቅመን መልካም እሴቶቻችንን በጋራ መጠበቅ ጠላቶቻችንን በጋራ መመከት ነው	positive
ወይአልከሰኩች ወይ አልቦለኩሽ ወይ መልሼ አልሰድቡክሽ ምን ታድርጊ አንቺ ፈንጪ እንጂ ልክ ደካመ የተገኘ ይምስል እሱ ነው የቢብያበገኝ ደከም ያለ ሰው ላይ እንደዚ እንደምትሆኚ ሳቅ	neutral
አሜን አሜን አሜን ሰላምዬ የኔ ልዩ	positive
ለማ መገርሳ ትናንት ለስራ ወደ ውጭ አገር ለመሄድ ኤርፖርት በለመደው  መስመር ለመግባት ሲሞክር  ከልክለውት ከተራው ተሳፋሪ ጋር ተራ ይዞ እንዲሳፈር በማድረግ ለማዋረድና ለማሸ	neutral
ኢሳያስ እኮ ነው ያለህ ንገረው 	neutral
ሚገርም ልምድ አለው በሱ ረገድ 	positive
ህይወት በአቢያተ መንግስት  ይህ የጎንደርን የፋሲለደስ አብያተ መንግስት የነገስታትን ቆይታና የወቅቶቹን አጠቃላይ ክዋኔ በተግባር ለማስጎብኘት የተጀመረ አዲስ አሰራር ነው  በጎ	neutral
አዎ እሱ ነው ገብያ የዘጋው 	negative
ችግር በቅቤ ያስበላል ይላል ሀበሻ ሲቸግረው 	negative
ኸረ እንዳታስለቅሰኝ አለቃ ያክብርልኝ   አምጣው በከባዱ አቀባበል እናደርግለታለን 	positive
 አሁን ላይ ከዳር ቆመን የምናይበት ጊዜ አይደለም ከዳር ቆሞ ማየት መብትን አሳልፎ መስጠት ነው  የኢዜማ መሪ  ብርሀኑ ነጋ ፕሮፌሰር ዛሬ እሁድ በነጋ ቦንገር	neutral
መልካእረኛበጎቹንያበለፅጋልእንጂበበጎቿይበለፅግም  ብፁእ አባታችን አቡነ ይስሀቅ በረከትዎ ይድረሰን	positive
በቃ ሰገራህን በየ አደባባዪ ትፀዳዳለህውርደታቸውን እንደ ክብር ያያሉ   ደነዝ	negative
አንዱ ዘራፊ አንተ ነበርክ ንገሩኝ ባይ	negative
እርግጠኛ ነህ	neutral
ፍሬ ቺኳን ነው 	positive
ይህ ወቅት ኢትዮጵያን ካጋጠሟት ብዙ ፈታኝ ወቅቶች አንዱ ነው በውስጡ እያለፍን ስለሆነ ያስፈራል የኢትዮጵያን ታላቅነት ተረት ነው ብለህ ካላሰብክ በስተቀር ሀ	negative
አለት ጥበብ ሲሆን ድንጋይ ውበት ለብሶ አይን ትንግርት ያያል ላልይበላ ደርሶ መሄድን ይጠላል እግር ተመልሶ	positive
ወያኔን እንደምንም እናባር እንጂ ከኦሮሞዎቹ ስልጣን መቀበል ቀላል ነው   ደመቀ መኮንን ከ አመት በፊት   ከላይ ያለው አረፋ ነው ባያለው ከትላንት ወዲያ  ገቡልን 	positive
መንግስት የሌለበት አገር  ታዲያ ምን ይደረግ	negative
ለውጥ ከሚባለው ነገር የሚያበሳጨኝ በህዝብ ላይ ግፍ የፈፀሙ ሰዎች ምንም እንዳልሰራ አሁንም የመንግስትን ስልጣን ይዘው መቀመጣቸው ነው የግፏን ደም ይጮሀል 	negative
አንድን የጦር ጀነራል በመንገድ እና ውሀ ስራዎች ላይ መድበህ በተመደብክበት ስራ ስትል ትንሽ አታፍርም ወንድም አድርባይነትም ልክ አለው	negative
ላመሰግንሽ ዘንድ ምክንያቴ ብዙ ነዉ እመቤቴ ድንግል ማርያም  ናዝሬት ማርያም ቤተከርስቲያን  	positive
አማርኛ እያወራን መግባባት ካልቻልንማ ምን ማድረግ ይቻላል 	negative
እሺ አዲሱ ቅንጅት መሆኑ ነው እረ ላሽ በል በለው አዲስ አበባ ላይ የሚያሸንፍ የለም የአራዳ ልጅ እኮ አይመርጥም ከእንጅባራና ከነቀምት አስመጥተው ይመራረጡ ሁለቱም	negative
እንዲህ በጥበብ መግለፅ ነው እንጂ  ትርጉም እብደ ተመልካቹ አይደል 	positive
የሀሰተኛ መረጃ ስርጭትን ለመከላከል በወጣው ረቂቅ አዋጅ ላይ በህዝብ ተወካዮች ምቤት ውይይት እየተካሄደ ነው	neutral
  ሰልፉን አስመልክቶ ከመጅሊስ ጋር የነበሩ ሂደቶችን ለህዝብ ለማሳወቅ ከመፍትሄ አፈላላጊ ኮሚቴው የተሰጠ ማብራሪያ  አርብ ታህሳስ	neutral
በአክሱም ከተማ የሚገኙ ጥንታዊ ህንፃዎች ለከፍተኛ ጉዳት እየተዳረጉ ነው ተባለ	negative
ኢሳትን በመቃወም የተቃውሞ ሰልፍ እጠራለው ያልከው ሰው እንዴት ነህ ደህና ነህ 	negative
መሰረታዊ ነገር ቢኖር የጥቃት አድራሹ ቡድን አባላት ሊያጠቁት ካስቡት ቡድን ግለሰብብሄርን ቋንቋና ሀይማኖት አንፃር የሚሰማቸው ኢእኩልነት ነው አብዛኛውን ጊዜ ይህ የጎንዮሽ	negative
ሺህ ጦር አብዛ የፈለክበት ቤመ ተቀመጥ አማራን ማንበርከክ አይቻልም	negative
በሞጣ የተፈፀመውን የመስጊድ ማቃጠል አስነዋሪ ድርጊት ጤነኛ የሆነ ሰው ሁሉ አውግዞታል አሁንም ህዝባችን የሚችለውን በማድረግ ከሞጣ ሙስሊም ወንድሞቻችን ጎን እንዲቆም ጥሪየን አቀርባለሁ  አማራ	positive
ዳኒ ቦይ  እስቲ የትግራይ ፍርድ ቤት ፕረዚደንት ፖሊስ አዛዥ እንዲሁም የትግራይ የሀይማኖት መሪዎች ለምን ከህወሀት አባልነት ነፃ እንዲሆኑ አልተደረገም	neutral
እግዚአብሄር ይህን የዋህ እንግዳ ተቀባይ  ሰው አክባሪ የኢትዮጵያ ህዝብ ከተማሩ ማሀይሞች ርካሽ ፖለቲካ አላቀው  ሰላሙን ያምጣልን	positive
እግዚአብሄር ይመስገን ገና ምኑ ተነካና	positive
ይህ የሚበረታታ ለውጥ ነው ምክንያቱም ብዙ ገንዘብ ያላቸው የክልል ባለሀብቶች ትንንሽ ከተሞች ላይ አላስፈላጊ ሀብት ይፈስና ባለሀብቱም ለኪሳራ ከሚዳርጉ እና ሀገር	neutral
የለም ተውጂ እኔ የሰማሁት እንዲያውም በቀበሌበወረዳበዞን ህዝብ ከታች እስተ ላይ ራሱን በራሱ ያስተዳድር  ነው አውቆ የተኛ የሚለውን ተረት ሰው እ	neutral
ፓስታ የእንፋሎት ማፅጃ አይደለም	negative
እንዳንተ ያሉ በጋዜጠኛ ስም የሚሸረሙጡ ሴሌክቲቭ አታካቸውን ስንመለከት ለአገርና ሳይሆን ለጥቅም አሽከርነት የቆማቹ ህሊናቢስ እንደሆናቹ እንረዳለን እዚያዉ ካም	negative
የሚዲያው ነገር የሚታወቅ አይደል ካስሽ የመንግስት አፍ  በተፈቀደላቸው ልክ የሚሰሩ እንደነሱ ሆነህ ስታስበው ደግሞ   መረጃ የሚሰጥ ካላገኙ ምን ማድረ	neutral
ድንቅ ፍፃሜ ከጎንህ ነን በርታልን 	positive
ወደ ኤፌሶን   እንግዲህ እንደ ጥበበኞች እንጂ ጥበብ እንደሌላቸው ሳይሆን እንዴት እንድትመላለሱ በጥንቃቄ ተጠበቁ  ቀኖቹ ክፉዎች ናቸውና ዘመኑን ዋጁ  ስለዚህ የጌ	positive
ለሷ ደስ ይበልህ ቆንጆ ሞልትዋል ደግሞ ውበት የውስጥ ነው መልክዋን አሳምራ ጭራቅ ልትሆ ትችላለች	neutral
ከኢዜማም ጋር ተዋሀዱ አንድነት ሀይል ነው በፖሊሲ መፋጨት የስልጣኔ ምልክት ነው ዘረኞች ዘራቸው ብን ይበል	positive
የምታየው ቆጮ መቁረጫ አይደለም	negative
የግለሰብን መብት ከቡድን ጋር አመጣጥኖ መውሰድ እንጂ የቡድንን ጨፍልቆ በግለሰብ መብት መተካት አሁን መሬት ላይ ባለው የማህበረሰብ እድገት ደረጃ ጦርነት መጋበዝ ነው	positive
እ እስቲ ትንሽ አፍታችው እኔ እስከ አያቴ ድረስ ሲጠሩኝ ወፍራም ኩራት ነው የሚሰማኝ	positive
አየህ አሁን ወደራስህ እየተመለስክ ነው እንደዚህ መልካም ነገር ማውራት ነውየሚያምርብህ ፖለቲካውን ለፖለቲከኞች ተወው እኛም በየሙያችን መልካም ግዜ	positive
የሙስሊሞች የውጭ ጠላት ከየ አቅጣጫው በበዛ ቁጥር  የእርስ በርሳቸው የውስጥ አንድነት ይበልጥ ይጠናክራል ጠላትንም በጋራ ዲል ያድርጋሉ	neutral
በመላው የከፍተኛ ትምህርት የተንሰራፋውን ችግር አንዳንድ ዩኒቨርስቲዎች ብለህ ትዘግባለህ	negative
ሊጠፋዎት ከሆነ መሞትን ትሞታላችሁ ልሳሰመደይ ውዶረበ መነም እኔ ምንም አልተናገረም ርበነ ቅውአ ንትንዴ ይቬርሀ	negative
ወያኔ ስትጠፋ	neutral
  የህወሀት ንብረት አካፍሉኝ ጥያቄ እና ኢህአዴግ ግንባሩ ንብረት ማፍራት የሚፈቅድ ህጋዊ አውድ ነበረ ወይየትኛውንስ ሀብትና ንብረት ነው አካፍሉኝ የሚለው   ትእግስት ዘሪሁን	neutral
ጠንክረህ ተማር ወይም ስራ	positive
ዛሬም ስቴዲየም መግቢያ በነፃ ነበር ዛሬ ከአይን ምስክር 	positive
ይሄን እንተርቪው ዛሬ በእስራት ሚዲያ  እስከማይ ድረስ እስክንድር በባለጊፈሬው ኦብሳ ፍርሀት መንበጭበጩን አላውቅም ነበር	positive
ብልፅግና የተግባር ፓርቲ ይህንን እቅዳችሁን እንዲሳካ ዘወትር መደገፋችችንን አናቆምም	positive
ልጅ ሲራክ ብአል እስሀን ንአሀ ዝመስሉን ነዛ አብዛ ቭድዮ ዘላ አመንዝራ ናይ አባ ሻውል አይነት ዘርኢ ማህበር አንድነት አብ ፅርግያታት አስመራ ብድፍረት ተደሚ	positive
ግንቦት  ሊሆን  ቀን ሲቀረው ያኔ ነው ትግል የጀመርኩትኮ 	positive
ሲሮጡ የታጠቁት ሲሮጡ ይፈታል እንዳይሆን  በውህደቱ እኛ ብቻ ነን ልክ ካላሉ  እውነተኛና ሰላማዊ ምርጫ ከተደረገ  የመጪው ምርጫ በውህደቱ ላይ ሪፈረንደም ይሆናል	neutral
ቁጠባ ለተሻለ ነገ ቁጠባ በራሱ መልካም ቢሆንም በሽልማት ሲታጀብ ደግሞ ይበል የሚያሰኝ ነው  ኛ እጣ ዘመናዊ የቤት አውቶሞቢል ኒሳን አልሜራ  ሲሲ  ኛ እጣ 	positive
ወገኖቼ   ከዚህ በታች ያለው የፌስቡክ ገፄ ስለተጠለፈ ለማዘጋት ሪፓርት በማድረግ እንድትተባበሩኝ እጠይቃለሁ  አመሰግናለሁ	positive
ሲጀመር ሸካራ ነገር ሽሽታቸው ይገርማል እንደ ኤግል ሂልስ ችግኝ ተከላ ፓርክ የመሳሰሉት ልስልስ ጉዳዮች ላይ ነፍስ ያለው ካሜራ ማን ደግነው ከፊት ይገኛሉ	negative
ኧረ ጌታ ይቅርታ ይበልህ ይሄ ለምንም አይመችም	neutral
ስለዚህ በእውነቱ ሀዘንን ታገኛላችሁ  ከዚያ በኋላ እንደገና አየሻለሁ  በልባችሁም ደስ ይላቸዋል  እናም ደስታዎን ማንም መቼም አይወስድም 	neutral
ለመሆኑ እነዚህ ምርቶች ይታወቃሉ ወይ ብለን የባዛሩን አዘጋጅ ሀላፊ ጠይቀናልሀላፊው የሀገር ውስጡን እንጂ የውጪውን የሚቆጣጠረው ሌላ ነው የሚል መልስ ሰጥተውናል ሸገር ይሄንን	neutral
ደብዳቤ ለአቶ ልደቱና ይልቃል ማለት ብቻ ነበር የቀራቸው	negative
ምርጫው ዴያሰፓራው ላይ ከሆነ ነዋ	negative
          እሱ ስነመለኮታዊ እሴት ነው     ኮታሮ በሚያስገርም ሁኔታ ሰውነትሽ በጣም ግሩም ነው   	positive
አስራት  ቲቪ  አልተቻለም  በቅርብ ዲሲ  የተሰገሰጉን  አውርቶ አደሮች  በባዶ  ማስቀረቱ  አይቀሬ  ነው ሲሳይ  አጌና   እና  ጏደኞቹን  ስራ  መስጠት  የምትፈልጉ  ኢትዮጵያን ኤምባሲ  ድረሱ 	neutral
ለማንኛውም እንደዚህ አይነቱ አመክንዮ በጭራሽ ተቀባይነት እንደሌለው መንግስት ተብዬው ከወዲሁ ይወቀው የኢትዮጵያን ልኡላዊነት እና የጥቁር አፍሪካን መብት ማስበላ	negative
እኔ ከኡርዱ ጋር መቼም አላነጋግርም ወደ ቤት ሂድ	negative
አምባሳደር ሬድዋን በቅርቡ ከስራቸው የተነሱትን አምባሳደር ማርቆስ ተክሌን ይተካሉ ተብሏል	neutral
ዶክተር በፓርላማው ፊት ለፊት ቃለ መሀላ የምትፈፅም መሰልከኝሳ በሰላም ነው  የአንድን ብሄር የበላይነት ጀግንነት እንዲሁም ፍቅር እየተገለፀ ሀገርን መምራት ማሰብ ግን ቂልነት ነው	negative
እሳቸው ቢዚነሳቸውን እንጂ ለሀገር ግድ አይሰጣቸውም ተሸውደናል በአቋም ደረጃ ከፅነፍኞቹ እኩል ናቸው	negative
ለመድረኩ መሪ አርቲስት   የከበረ ምስጋና	positive
አፃፃፍክ በሞጣው የተደሰትክ ትመስላለክ  ንፅፅርክም  ወንጀል ወንጀል ነው  ላንተ አይነቱ ሙታንታ ሳይታጠቅ ላደገ ጀዝባ አይገባውም  ፍየል ፊት  ሰላም ነሽ ግን ፈንዳዴ እንዴነሽ	negative
እንቅልፌ መጥቷል ሳዛጋ አለቅሳለሁ  እንባዬ ትርጉም እንደሌለው ይገባኛል ቢሆንም ለማዘን እሞክራለሁ  እንባ ለምን አባክናለሁ	neutral
ይሄ ጠረጴዛው ላይ ያለው  ያድጋል የሚመለከተው አካል ስላገኘሁ ነው መጠየቄ    አመሰግናለሁ	neutral
የፕላኔት ተንታኙ ህፃን ሮቤል በአምላክ እና ከኛ ክፍሉ ተመራማሪ ህፃን ቅዱስ እንቁባህሪ ጋር የተደረገ ወይ ኢትዮጵያ እነዚህን ልጆች ስመለከት በህሊናዬ ብዙ ነገር ይመጣሉ               እናንተስ 	positive
ስለችግሩ ለማወቅ የፈለገ ከአዲስ አበባ በስተደቡብ የሚገኘውን አባ ሳሙኤለ ግድብ ያቆረውን የተበከለ ውሀ በማየት የጠሚንስትራችንን ትልቅ ስራ ከፍተኛ አድናቆትና	positive
   እርሱ በእግዚአብሄር መልክ ሲኖር ሳለ ከእግዚአብሄር ጋር መተካከልን መቀማት እንደሚገባ ነገር አልቈጠረውም ነገር ግን የባሪያን መልክ ይዞ በሰውም ምሳሌ ሆኖ ራሱን ባዶ አደረገ	neutral
በጠዋት እንደሚንቀረፈፍ ታክሲ ሹፌር የሚስጠላ ነገር የለም  እኔ በሰአቴ መድረስ ወይም መሞተ ነው የምፈልገው	negative
የያሬድ ጥበቡ መርዝ  ከበረከት ስምኦን በኋላም አሁንም አላለቀም  	positive
ለሴቶችና ለአካል ጉዳተኞች አመቺ መፀዳጃ   በመኖሪያ ቤት   በትቤት በመስሪያ ቤት  በመናፈሻዎች  በመንገድ ላይ የህዝብ  በማንኛውም ቦታ   አስፈላ	neutral
በቤቴክርስቲያን አሁንም የቅስቀሳ ቪዲዮ እየታየ ነው ነዋሪዎች ይናገራሉ መንግስት ለምን አያስቆምም	negative
በእየሱስ ስም እና ስልጣን እግዚአብሄር ይገስፅህ ሰይጣን እቅድህ አላማህ የፈረሰ ይሁን እቺን ልጅ ሊያሳስት የመጣ መንፈስ ወጋውህ 	positive
የብአዴን ሀውስ  ኒገሮች  ቀርቶ  ተሽኮርማሚ  አብኖች  እንኳን  አንተ  እና  እኔን  ቀርቶ  ዘመዶቻቸውን  የሚወክሉ  አይደሉም   በተፈጥሮ  ሆድ  አደሮች  ናቸው	negative
 የሚኒስትሮች ሹመት  በህገመንግስቱ አንቀፅ  መሰረት የጠሚው ስልጣን የካቢኔ አባላቱን ሚኒስትሮችን ለፓርላማው በመጠቆም ማስፀደቅ እንጂ በራሱ መሾም አይደለም በቅር	neutral
ይህ ሁሉ ሟርት ዳጊ ብርቅዬ የአዱ ገነት ልጅ ናት ስላልኩ ነው  ግርም የሚለኝ ስለሸገር ልጆች ሲወራ የምትንጨረጨሩት ነገር ነው	negative
የኢትዮጵያ ወሎ ኦፓልን የሚያህል ጥራት ያለው እዚህ ምድር ላይ እስካሁን የለም በወሎ ኦፓል የአገራችንን ኢኮኖሚ ማሳደግ እንችላለን ሁኔታዎች ሁሉ በመንግስት በኩል ቢመቻቹ ዘርፉ ለ	positive
  የተደራጁ ወንጀለኞች በማሀበራዊ የትስስር ገፆች በተለይ ሴቶችን እያጭበረበሩ መሆኑ ተነገረ	negative
ድጋፍ መሆኑ ነው	negative
ልማት ባንክ የተበላሹና ለመክፈል አጠራጣሪ ብድሮች ላይ እያደረገ ባለው ክትትልና ቁጥጥር ውጤት እያሳየ በመሆኑ የበለጠ ጠንክሮ መስራት እንዳለበት ተጠቆመ	positive
 ትግል ለጀግና ክብሩ ነው   እውነት አርነት ታወጣለች 	positive
ጠንካራ ፓርቲ የመሰረታችሁ እያስመሰላችሁ ህዝቡን አታዘናጉ ሁሉን ነገር በአንዴ እናሳካለን የሚል ቀቢፀ ተስፋችሁን ተው እና ወደ ህብረብሄር ፓ	negative
ነበር እድሜ ላንተ	neutral
እንዲህ አይነት መታበይ ለህውሀትም አልበጃት ህውሀትም ለቀጠዩ ፶ እና ፷ አመት አብዮታዊ ዲሞክራሲ ገዥ ሀሳብ ነው ትለን ነበር እኛ ኢትዮጵያውያን በጣም የሚከብደን ነገር ካለፈው ታ	negative
አሁን እንግዴ የውርስ ክፍፍል ጭቅጭቅ ሊነሳ ነው	negative
ታዋቂዋ የአልሀዳዝ እና የአልአረቢያ ቴሌቪዥን የዜና ፕሮግራም አቅራቢ ናጅዋ ካሴም በ አመቷ ዛሬ ጠዋት ከዚህ አለም በሞት ተለየች	negative
ለምን ሶስት ወር ይፈጃል በመደበኛው ፓስፓርት መሰረታዊ መገልገያ ሆኖ ሳለየመንቀሳቀስ እና የመስራት መብትን ይገድባል	negative
ልዩ እንደሆንዎት አድርገው ስለምታውቁ እዳ አለብኝ	negative
ተአምረኛ የሆነ ሰው እኮ ነው ሲፈልግ ሲፈልግ	positive
እሺ በድምፅ ብልጫ እንወስና ዲሞክራሲያዊ እናርገው	neutral
ፅኑ አይዞአችሁ አትፍሩ ከፊታቸውም አትደንግጡ አምላክህ እግዚአብሄር እርሱ ከአንተ ጋር ይሄዳል አይጥልህም አይተውህም ኦሪት ዘዳግም 	positive
እኔማ እኮ በቃ ሺቲ ያደረገች ሴት ወይም ስለ ድሬሀረር የሆነ አሪፍ ነገር የሚናገር ሳይ ሰፈሯንሰፈሩን ነው የምጠይቀው	positive
እግዚአብሄር  ይመስገን የድንግል  ማርያም  ልጅ ወደ እውነተኛ መንገድ እንድጓዝ ስለአደረገኝ ፈጣሪ ምስጋና ይግባው 	positive
አንተ ደሞ ውዱእ በል ወይ ይቅርብህ ከአሁኑ ጋር ስንቴ ኡዱ እያልክ አጣመምከው  	neutral
የ የመጀመሪያው እብድ	negative
መልካም አዲስ አመት በሚቀጥለው አመት ጓደኛ ብትፈጠር ደስ ብሎኛል	positive
እያባላና እያሳረደ ባላየዉም ሊገዛ ምክንያቱም መከላከያዉም ደህንነቱም ፍትሁም ምርጫቦርዱም ፖሊሱም በአክራሪ ኦሮሞ ስለተሞላ እነሱን እ	neutral
ህወሀትን የሚጠሉ ሰዎች ህወሀት ብልፅግናን ባለመቀላቀሏ የሚናደዱት ነገር ነው አልገባህ ያለኝ 	negative
ቃል የገባነውን የኦሮሞ ህዝብ ጥያቄ ቅድሚያ መመለስ አለበን ከውህደቱ በፊት እያሉ ነው ኦቦ ለማ    የኦሮሞ ህዝብ ከሌላው በተለየ የብቻው ጥያቄ ምንድን ነው   የማንንም መብት ሳይጋፋ መመለስ ከ	negative
እና አካባቢው የሚገኙ የእስልምና እምነት ተከታዮች ዛሬ በኢትዮጵያ ኤምባሲ በመሰባሰብ በቅርቡ በሞጣ አካባቢ የደረሰውን የመስጊዶች መቃጠል አወገዙ አጥፊዎችም ባፋጣኝ ለህግ እንዲ	positive
በርካቶች የገና በአልን ለማክበር ወደ ቅዱስ ላሊበላ እየተጓዙ ነው እንግዶቻችንን በኢትዮጵያዊ ሰው አክባሪነት ወግ እግራቸውን እያጠብን እየተቀበልን ነው ነጮችም እግር እያጠቡ ነው	positive
ወዳጄ በኢትዮጲያዊነቱ የማይደራደርና በብዙሀኑ ካርድ የሚመረጥ ህዝባዊ መሪ ሲኖረን  ያልካት ነገር በሙሉ ትተገበራለች  የህልውና ጉዳይ ስለሆነ ስለአጎብዳጆች አትጨነቅ መጡ ቀሩ አይጠቅሙህም	positive
ይህም ለህሊናችው የሚስማማው አገልግሎታችው ነው	positive
ህግ እና ስርአትን የሚያስከብር መንግስት አለ ብለው ደህንነታችን ይጠበቃል ብለው አምነው ለትምህርት ከቤታቸው የወጡ ተማሪዎች ለምን ታገቱ ይህን ያህል ጊዜ መንግስት የት ነበር	negative
እውነት ነው ትክክል ብለሀል ነገር ግን ማን ይበለው ማን የህዝቦችን መከራ በመመኘት ሰላምን የሚያደፈርስ ማንኛውም ቢሆን አደብ ይገዛ ዘንድ ሊነገረው ይገባል	positive
ተው አውዳመታቸውን በሰላም ይዋሉ እንደምታውቀው ይሄ ኒው ይር ለነሱ በጣም ዲር ነው	neutral
አስደሳች እና የበለፀገ አዲስ አመት ወደ አዲስ ጅማሬ	positive
ይህ ትንሽ መስመር የሳተ ይመስለያልለውጡ ገና ህብረተሰቡ ስላልተለማመደው አያስፈልግም በሚል ፍልስፍና ምኑን ስራ ልንሰራ ነው የቆንቆ ነገር ልክ ቢሆን	negative
እግዚአብሄር ይባርከው	positive
ሰላም የለም  በዚህ አለም ውስጥ ደስታን ለማግኘት የሚሞክሩት ስቃዮች ብቻ ናቸው የፈጠሩን እና ተስፋ የቆረጡ አማልክት ሁሉ አሮጌውን ማስወገድ እና ይህን ጥ	negative
የሞጣ ሙስሊሞች ጉዳይ የሁሉም አማራ ጉዳይ ነዉ   እናመሰግናለን ዶር	positive
ልክ ነህ ነገር ግን ስለኢትዮጵያ ነው የምናወራው ሆቴሉ ግዴታ የመንግስት ትእዛዝ ማስፈፀም አለበት አለ	positive
ያው በክልሉ ምክር ቤት እና በምርጫ ቦርድ በኩል አሻችዋለሁ ነው	negative
 እኔ እኮ አንች የምታወሪው  ጊዜ ጠይቄ እንኳን ከገባኝ ጎበዝ ነኝ ለማንኛውም ለመፍጠን እንሞክራለን	positive
የአማራ ተቋሞች አንዱ የሆነው የአማራ ሜዲካል አማ አክሲዮን መሸጥ ጀምሯል ሁሉም አማራ በሙያውና በአቅሙ ተደራጅቶ መስራት አለበት	positive
በደራ ያሉ አማራዎች መስርያ ወደላይ እየተኮሱ ከጋ ጋር ጦርነት ነው ምንፈልገው እያለ እየሸለሉ እየፎከሮ  ኦሮሞውን መውጫ መግብያ እያሳጡት ነው   የኦሮሞ ህዝብ በሁሉም አቅጣጫ ጦርነት	negative
